# Program:featureCounts v2.1.1; Command:"featureCounts" "-a" "/home/StudentFirst/BIFS619/Group_Project/BIFS619_GROUP_01/00_rawdata/fastq_data/reference/NZ_CP076404.1.gtf" "-o" "/home/StudentFirst/BIFS619/Group_Project/BIFS619_GROUP_01/03_annotation/counts/raw_counts.txt" "-T" "8" "-p" "-B" "-t" "CDS" "-g" "gene_id" "/home/StudentFirst/BIFS619/Group_Project/BIFS619_GROUP_01/01_allignment/alignment/bam/SRR9613403.bam" "/home/StudentFirst/BIFS619/Group_Project/BIFS619_GROUP_01/01_allignment/alignment/bam/SRR9613404.bam" "/home/StudentFirst/BIFS619/Group_Project/BIFS619_GROUP_01/01_allignment/alignment/bam/SRR9613405.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/StudentFirst/BIFS619/Group_Project/BIFS619_GROUP_01/01_allignment/alignment/bam/SRR9613403.bam	/home/StudentFirst/BIFS619/Group_Project/BIFS619_GROUP_01/01_allignment/alignment/bam/SRR9613404.bam	/home/StudentFirst/BIFS619/Group_Project/BIFS619_GROUP_01/01_allignment/alignment/bam/SRR9613405.bam
KJY95_RS13695	NZ_CP076404.1	2807161	2807925	-	765	501	597	521
KJY95_RS13700	NZ_CP076404.1	2808121	2809026	+	906	264	206	217
KJY95_RS13705	NZ_CP076404.1	2809026	2810189	+	1164	480	459	364
KJY95_RS13710	NZ_CP076404.1	2810284	2810919	+	636	179	153	146
KJY95_RS13715	NZ_CP076404.1	2810927	2811700	+	774	199	180	191
KJY95_RS13720	NZ_CP076404.1	2811792	2813153	+	1362	563	601	523
KJY95_RS13725	NZ_CP076404.1	2813253	2814242	-	990	10071	11561	8387
KJY95_RS13730	NZ_CP076404.1	2814308	2815399	-	1092	4888	6572	5173
KJY95_RS13735	NZ_CP076404.1	2815587	2816210	-	624	741	912	705
KJY95_RS13740	NZ_CP076404.1	2816207	2816965	-	759	1002	1210	955
KJY95_RS13745	NZ_CP076404.1	2816949	2817995	-	1047	1574	1711	1259
KJY95_RS13750	NZ_CP076404.1	2817995	2818471	-	477	660	664	514
KJY95_RS13755	NZ_CP076404.1	2818474	2819181	-	708	1460	1765	1208
KJY95_RS13760	NZ_CP076404.1	2819203	2819511	-	309	1797	2087	1642
KJY95_RS13765	NZ_CP076404.1	2819708	2820028	-	321	402	416	378
KJY95_RS13770	NZ_CP076404.1	2820081	2820683	-	603	388	299	311
KJY95_RS13775	NZ_CP076404.1	2820686	2822110	-	1425	1432	1129	755
KJY95_RS13780	NZ_CP076404.1	2822115	2823020	-	906	1181	897	633
KJY95_RS13785	NZ_CP076404.1	2823272	2824306	+	1035	1357	1257	1088
KJY95_RS13790	NZ_CP076404.1	2825263	2825544	-	282	87	114	124
KJY95_RS13795	NZ_CP076404.1	2825549	2826463	-	915	260	320	341
KJY95_RS13800	NZ_CP076404.1	2826482	2827078	-	597	135	145	134
KJY95_RS13805	NZ_CP076404.1	2827068	2827739	-	672	160	182	177
KJY95_RS13810	NZ_CP076404.1	2827745	2828833	-	1089	278	309	269
KJY95_RS13815	NZ_CP076404.1	2828849	2829328	-	480	120	104	89
KJY95_RS13820	NZ_CP076404.1	2829324	2830829	-	1506	154	237	282
KJY95_RS13825	NZ_CP076404.1	2831247	2833910	-	2664	831	868	980
KJY95_RS13830	NZ_CP076404.1	2834272	2835003	-	732	607	555	409
KJY95_RS13835	NZ_CP076404.1	2835081	2836790	-	1710	1421	1006	768
KJY95_RS13840	NZ_CP076404.1	2836793	2838589	-	1797	2332	1475	1010
KJY95_RS13845	NZ_CP076404.1	2838908	2839267	+	360	1129	1228	1146
KJY95_RS13850	NZ_CP076404.1	2839348	2840616	+	1269	1211	1198	972
KJY95_RS13855	NZ_CP076404.1	2840610	2840867	+	258	69	58	58
KJY95_RS13860	NZ_CP076404.1	2840887	2841459	+	573	211	201	194
KJY95_RS13865	NZ_CP076404.1	2841613	2842470	-	858	164	156	142
KJY95_RS13870	NZ_CP076404.1	2842470	2843246	-	777	117	123	123
KJY95_RS13875	NZ_CP076404.1	2843227	2844633	-	1407	121	130	163
KJY95_RS13880	NZ_CP076404.1	2844658	2846109	-	1452	195	195	185
KJY95_RS13885	NZ_CP076404.1	2846182	2846964	-	783	65	72	99
KJY95_RS13890	NZ_CP076404.1	2847283	2848557	+	1275	191	222	248
KJY95_RS13895	NZ_CP076404.1	2848587	2850062	+	1476	247	259	257
KJY95_RS13900	NZ_CP076404.1	2851441	2852109	-	669	720	984	823
KJY95_RS13905	NZ_CP076404.1	2852248	2852385	+	138	8	24	20
KJY95_RS13910	NZ_CP076404.1	2852402	2853271	+	870	162	160	181
KJY95_RS13915	NZ_CP076404.1	2853337	2854632	-	1296	11803	15006	11746
KJY95_RS13920	NZ_CP076404.1	2854723	2856357	-	1635	20802	23563	16736
KJY95_RS13925	NZ_CP076404.1	2856588	2857376	-	789	577	743	551
KJY95_RS13930	NZ_CP076404.1	2857450	2857782	-	333	279	310	218
KJY95_RS13935	NZ_CP076404.1	2857785	2858030	-	246	238	269	194
KJY95_RS13940	NZ_CP076404.1	2858111	2860342	-	2232	2520	3128	2430
KJY95_RS13945	NZ_CP076404.1	2860393	2861691	-	1299	1018	1375	1206
KJY95_RS13950	NZ_CP076404.1	2861748	2864501	+	2754	1656	1776	1639
KJY95_RS13955	NZ_CP076404.1	2864739	2866076	-	1338	256	201	199
KJY95_RS13960	NZ_CP076404.1	2866100	2867437	-	1338	192	140	163
KJY95_RS13965	NZ_CP076404.1	2867442	2868791	-	1350	254	212	245
KJY95_RS13970	NZ_CP076404.1	2869229	2869675	-	447	579	694	597
KJY95_RS13975	NZ_CP076404.1	2869696	2870475	-	780	1020	890	674
KJY95_RS13980	NZ_CP076404.1	2870478	2870804	-	327	312	290	253
KJY95_RS13985	NZ_CP076404.1	2871429	2871971	-	543	1180	1248	1180
KJY95_RS13990	NZ_CP076404.1	2872039	2872884	+	846	1457	1670	1575
KJY95_RS13995	NZ_CP076404.1	2872999	2874360	+	1362	1395	1764	1596
KJY95_RS14000	NZ_CP076404.1	2874920	2876206	+	1287	2802	4019	4202
KJY95_RS14005	NZ_CP076404.1	2876267	2877631	+	1365	1208	1317	1186
KJY95_RS14010	NZ_CP076404.1	2877746	2878498	+	753	1027	1052	766
KJY95_RS14015	NZ_CP076404.1	2878559	2879704	-	1146	519	511	405
KJY95_RS14020	NZ_CP076404.1	2879735	2880379	-	645	136	110	105
KJY95_RS14025	NZ_CP076404.1	2880926	2882239	+	1314	132	168	206
KJY95_RS14030	NZ_CP076404.1	2882275	2884047	+	1773	688	618	520
KJY95_RS14035	NZ_CP076404.1	2884159	2885574	+	1416	373	394	390
KJY95_RS14040	NZ_CP076404.1	2885579	2885998	+	420	317	401	328
KJY95_RS14045	NZ_CP076404.1	2886059	2886787	+	729	682	726	535
KJY95_RS14050	NZ_CP076404.1	2886837	2887934	-	1098	3136	3283	2161
KJY95_RS14055	NZ_CP076404.1	2887930	2888322	-	393	761	798	521
KJY95_RS14060	NZ_CP076404.1	2888344	2889258	-	915	2122	1971	1673
KJY95_RS14065	NZ_CP076404.1	2889612	2889836	-	225	8397	9019	8281
KJY95_RS14070	NZ_CP076404.1	2890028	2891230	+	1203	13534	12358	10080
KJY95_RS14075	NZ_CP076404.1	2891233	2891673	+	441	2905	2294	1718
KJY95_RS14080	NZ_CP076404.1	2891730	2892533	-	804	2304	2136	1445
KJY95_RS14085	NZ_CP076404.1	2892775	2893869	-	1095	3409	3524	2614
KJY95_RS14105	NZ_CP076404.1	2894451	2895701	-	1251	5311	5118	3976
KJY95_RS14110	NZ_CP076404.1	2895933	2897261	+	1329	692	629	604
KJY95_RS14115	NZ_CP076404.1	2897329	2899152	-	1824	704	627	527
KJY95_RS14120	NZ_CP076404.1	2899155	2902694	-	3540	1624	1554	1192
KJY95_RS14125	NZ_CP076404.1	2902690	2905575	-	2886	1283	1511	1193
KJY95_RS14130	NZ_CP076404.1	2905754	2909119	-	3366	2342	2405	1934
KJY95_RS14135	NZ_CP076404.1	2909135	2909455	-	321	136	132	167
KJY95_RS14140	NZ_CP076404.1	2909443	2909847	-	405	90	116	98
KJY95_RS14145	NZ_CP076404.1	2909847	2910407	-	561	128	155	162
KJY95_RS14150	NZ_CP076404.1	2910401	2910868	-	468	62	83	81
KJY95_RS14155	NZ_CP076404.1	2911055	2911846	-	792	798	964	767
KJY95_RS14160	NZ_CP076404.1	2911856	2912728	-	873	804	1063	880
KJY95_RS14165	NZ_CP076404.1	2912882	2915125	-	2244	2952	3266	2535
KJY95_RS14170	NZ_CP076404.1	2915141	2915668	-	528	2275	2694	2293
KJY95_RS22315	NZ_CP076404.1	2916024	2916167	-	144	91	112	125
KJY95_RS14175	NZ_CP076404.1	2916353	2917039	+	687	846	869	619
KJY95_RS14180	NZ_CP076404.1	2917111	2917821	+	711	2901	3699	3028
KJY95_RS14185	NZ_CP076404.1	2917962	2918177	+	216	623	800	604
KJY95_RS14190	NZ_CP076404.1	2918288	2919325	+	1038	1552	1485	1219
KJY95_RS14195	NZ_CP076404.1	2919363	2920553	-	1191	769	857	632
KJY95_RS14200	NZ_CP076404.1	2920549	2922705	-	2157	1380	1595	1641
KJY95_RS14205	NZ_CP076404.1	2923290	2924318	+	1029	1126	1285	1149
KJY95_RS14210	NZ_CP076404.1	2924331	2925590	-	1260	514	482	461
KJY95_RS14215	NZ_CP076404.1	2925712	2926644	+	933	495	503	405
KJY95_RS14220	NZ_CP076404.1	2926637	2927326	-	690	304	379	317
KJY95_RS14225	NZ_CP076404.1	2927458	2928873	-	1416	620	843	615
KJY95_RS14230	NZ_CP076404.1	2929191	2929949	-	759	219	267	239
KJY95_RS14235	NZ_CP076404.1	2929982	2930815	-	834	404	344	314
KJY95_RS14240	NZ_CP076404.1	2931105	2932283	-	1179	933	854	780
KJY95_RS14245	NZ_CP076404.1	2932538	2933764	+	1227	1645	1947	1808
KJY95_RS14250	NZ_CP076404.1	2934227	2934856	+	630	140	177	189
KJY95_RS14255	NZ_CP076404.1	2935193	2935999	+	807	192	212	182
KJY95_RS14260	NZ_CP076404.1	2935995	2936474	+	480	33	60	53
KJY95_RS14265	NZ_CP076404.1	2936513	2936590	-	78	16	17	18
KJY95_RS14270	NZ_CP076404.1	2936629	2937051	-	423	50	53	86
KJY95_RS14275	NZ_CP076404.1	2937245	2937731	+	487	35	57	84
KJY95_RS14280	NZ_CP076404.1	2937959	2938447	+	489	41	69	75
KJY95_RS14285	NZ_CP076404.1	2938785	2940158	+	1374	191	229	232
KJY95_RS14290	NZ_CP076404.1	2940329	2940544	+	216	40	43	62
KJY95_RS14295	NZ_CP076404.1	2940630	2941129	+	500	87	103	117
KJY95_RS14300	NZ_CP076404.1	2941154	2941783	-	630	118	182	134
KJY95_RS22400	NZ_CP076404.1	2942008	2942711	-	704	314	358	360
KJY95_RS14315	NZ_CP076404.1	2942656	2943051	-	396	335	340	302
KJY95_RS14320	NZ_CP076404.1;NZ_CP076404.1	2943066;2943976	2943976;2944291	-;-	1226	331	289	215
KJY95_RS22320	NZ_CP076404.1	2944383	2944658	-	276	1209	1308	916
KJY95_RS14325	NZ_CP076404.1	2944728	2945519	-	792	5759	6083	4417
KJY95_RS14335	NZ_CP076404.1	2945830	2946582	-	753	1200	1392	1167
KJY95_RS14340	NZ_CP076404.1	2946997	2949291	+	2295	907	692	623
KJY95_RS14345	NZ_CP076404.1	2949305	2950180	+	876	151	128	133
KJY95_RS14350	NZ_CP076404.1	2950180	2950656	+	477	195	173	181
KJY95_RS14355	NZ_CP076404.1	2950702	2952477	-	1776	1095	1231	1218
KJY95_RS14360	NZ_CP076404.1	2952956	2954140	+	1185	223	207	186
KJY95_RS14365	NZ_CP076404.1	2954201	2955394	+	1194	383	284	286
KJY95_RS14370	NZ_CP076404.1	2955455	2956663	+	1209	192	191	226
KJY95_RS14375	NZ_CP076404.1	2956719	2958101	+	1383	222	226	192
KJY95_RS14380	NZ_CP076404.1	2958152	2959081	+	930	331	401	308
KJY95_RS14385	NZ_CP076404.1	2959308	2960930	-	1623	666	702	608
KJY95_RS14390	NZ_CP076404.1	2960981	2961748	-	768	441	439	370
KJY95_RS14395	NZ_CP076404.1	2961851	2962426	+	576	471	739	678
KJY95_RS14400	NZ_CP076404.1	2962751	2965846	+	3096	870	906	806
KJY95_RS14405	NZ_CP076404.1	2965852	2967177	+	1326	194	220	222
KJY95_RS14410	NZ_CP076404.1	2967231	2968007	+	777	147	115	135
KJY95_RS14415	NZ_CP076404.1	2968007	2970874	+	2868	874	929	808
KJY95_RS14420	NZ_CP076404.1	2971042	2972438	+	1397	186	208	189
KJY95_RS14425	NZ_CP076404.1	2972459	2973772	+	1314	326	358	393
KJY95_RS14430	NZ_CP076404.1	2973811	2975175	+	1365	467	394	382
KJY95_RS14435	NZ_CP076404.1	2975217	2975702	-	486	159	135	118
KJY95_RS14440	NZ_CP076404.1	2975705	2977621	-	1917	482	458	443
KJY95_RS14445	NZ_CP076404.1	2978057	2979502	+	1446	160	208	173
KJY95_RS14450	NZ_CP076404.1	2979507	2979629	+	123	3	11	14
KJY95_RS14455	NZ_CP076404.1	2979632	2979700	-	69	9	5	3
KJY95_RS14460	NZ_CP076404.1	2979755	2980300	+	546	378	585	462
KJY95_RS14465	NZ_CP076404.1	2980350	2981864	-	1515	6884	8271	6490
KJY95_RS14470	NZ_CP076404.1;NZ_CP076404.1	2981877;2982898	2982896;2982972	-;-	1095	6262	6792	6004
KJY95_RS14475	NZ_CP076404.1	2983066	2984796	-	1731	6113	5662	4630
KJY95_RS14480	NZ_CP076404.1	2984805	2985512	-	708	1770	2067	1702
KJY95_RS14485	NZ_CP076404.1	2985540	2986433	-	894	2289	2546	1861
KJY95_RS14490	NZ_CP076404.1	2986545	2987063	+	519	2716	2944	2083
KJY95_RS14495	NZ_CP076404.1	2987109	2987513	-	405	1176	1262	989
KJY95_RS14500	NZ_CP076404.1	2987497	2987760	-	264	1379	1428	1349
KJY95_RS14505	NZ_CP076404.1	2988003	2988980	+	978	2936	3128	2342
KJY95_RS14510	NZ_CP076404.1	2989182	2989838	-	657	1880	2082	1948
KJY95_RS14515	NZ_CP076404.1	2990005	2990313	-	309	470	640	606
KJY95_RS14520	NZ_CP076404.1	2990358	2991788	+	1431	1445	1816	1348
KJY95_RS14525	NZ_CP076404.1	2991851	2992591	-	741	423	354	359
KJY95_RS14530	NZ_CP076404.1	2992861	2995731	-	2871	1013	1114	1346
KJY95_RS14535	NZ_CP076404.1	2995853	2996239	-	387	361	469	530
KJY95_RS14540	NZ_CP076404.1	2996266	2997357	-	1092	1265	1582	1931
KJY95_RS14545	NZ_CP076404.1	2997648	2997728	+	81	78	130	135
KJY95_RS14550	NZ_CP076404.1	2997808	2999007	-	1200	1345	1583	1213
KJY95_RS14555	NZ_CP076404.1	2999033	3000208	-	1176	1668	1804	1419
KJY95_RS14560	NZ_CP076404.1	3000208	3001530	-	1323	3572	4336	3499
KJY95_RS14565	NZ_CP076404.1	3001559	3002134	-	576	2611	3078	2549
KJY95_RS14570	NZ_CP076404.1	3002302	3002628	+	327	7747	7931	7050
KJY95_RS14580	NZ_CP076404.1	3002877	3003476	+	600	10329	10362	8076
KJY95_RS14585	NZ_CP076404.1	3003583	3003639	-	57	1067	1111	856
KJY95_RS14590	NZ_CP076404.1	3003871	3005100	-	1230	3821	3456	2476
KJY95_RS14595	NZ_CP076404.1	3005359	3006015	-	657	1642	1753	1508
KJY95_RS14600	NZ_CP076404.1	3006074	3006301	-	228	105	113	96
KJY95_RS14605	NZ_CP076404.1	3006443	3007333	+	891	1059	1185	1189
KJY95_RS14610	NZ_CP076404.1	3007540	3009681	+	2142	758	692	644
KJY95_RS14615	NZ_CP076404.1	3009677	3010669	+	993	244	185	195
KJY95_RS14620	NZ_CP076404.1	3010683	3011465	+	783	156	119	141
KJY95_RS14625	NZ_CP076404.1	3011492	3012967	+	1476	403	340	268
KJY95_RS14630	NZ_CP076404.1	3012970	3013863	-	894	486	460	441
KJY95_RS14635	NZ_CP076404.1	3014033	3014770	-	738	1598	1502	1339
KJY95_RS14640	NZ_CP076404.1	3014866	3015498	-	633	888	974	739
KJY95_RS14645	NZ_CP076404.1	3015640	3016497	-	858	5830	6221	4764
KJY95_RS14650	NZ_CP076404.1	3016858	3017934	-	1077	3475	4816	4319
KJY95_RS14655	NZ_CP076404.1	3018152	3019312	-	1161	5854	8037	6357
KJY95_RS14660	NZ_CP076404.1	3019365	3020381	-	1017	3888	4644	4085
KJY95_RS14665	NZ_CP076404.1	3020669	3021379	-	711	925	949	951
KJY95_RS14670	NZ_CP076404.1	3021379	3021885	-	507	891	895	968
KJY95_RS14675	NZ_CP076404.1	3021910	3022872	-	963	118	102	80
KJY95_RS14680	NZ_CP076404.1	3022872	3024146	-	1275	133	167	182
KJY95_RS14685	NZ_CP076404.1	3024164	3025549	-	1386	178	186	197
KJY95_RS14690	NZ_CP076404.1	3025580	3026020	-	441	73	58	71
KJY95_RS14695	NZ_CP076404.1	3026337	3028325	-	1989	9303	12248	9684
KJY95_RS14700	NZ_CP076404.1	3028603	3029358	+	756	988	1074	1022
KJY95_RS14705	NZ_CP076404.1	3029570	3030487	-	918	2999	3543	2692
KJY95_RS14710	NZ_CP076404.1	3030628	3032601	-	1974	8571	8925	7303
KJY95_RS14715	NZ_CP076404.1	3032613	3032741	-	129	453	574	449
KJY95_RS22330	NZ_CP076404.1	3032838	3032978	-	141	1227	1417	1373
KJY95_RS22335	NZ_CP076404.1	3033092	3033340	-	249	223	216	223
KJY95_RS14725	NZ_CP076404.1	3033396	3034547	+	1152	5845	5129	3999
KJY95_RS14730	NZ_CP076404.1	3034974	3036365	+	1392	1534	1851	1720
KJY95_RS14735	NZ_CP076404.1	3036445	3036939	+	495	517	450	395
KJY95_RS14740	NZ_CP076404.1	3037037	3037741	+	705	462	548	452
KJY95_RS14745	NZ_CP076404.1	3037824	3038552	+	729	1142	1289	984
KJY95_RS14750	NZ_CP076404.1	3038568	3039515	+	948	2633	2922	2549
KJY95_RS14755	NZ_CP076404.1	3039627	3040187	+	561	2663	3026	2464
KJY95_RS14760	NZ_CP076404.1	3040190	3040603	+	414	1268	1345	1079
KJY95_RS14765	NZ_CP076404.1	3040793	3041770	-	978	560	552	456
KJY95_RS14770	NZ_CP076404.1	3041788	3042489	+	702	1029	1242	935
KJY95_RS14775	NZ_CP076404.1	3042510	3043073	+	564	1588	1808	1721
KJY95_RS14780	NZ_CP076404.1	3043073	3043360	+	288	462	500	518
KJY95_RS14785	NZ_CP076404.1	3043371	3043961	+	591	1184	1187	1123
KJY95_RS14790	NZ_CP076404.1	3043957	3045090	+	1134	1588	1451	1206
KJY95_RS14795	NZ_CP076404.1	3045251	3046255	-	1005	290	363	324
KJY95_RS14800	NZ_CP076404.1	3046375	3047418	-	1044	2550	6321	5328
KJY95_RS14805	NZ_CP076404.1	3047597	3048313	-	717	1355	1539	1205
KJY95_RS14810	NZ_CP076404.1	3048500	3048823	-	324	1495	1495	1142
KJY95_RS14815	NZ_CP076404.1	3048826	3049542	-	717	2810	2781	1922
KJY95_RS14820	NZ_CP076404.1	3049703	3050752	+	1050	2107	2031	1855
KJY95_RS14825	NZ_CP076404.1	3050783	3051055	+	273	543	659	565
KJY95_RS14830	NZ_CP076404.1	3051123	3052199	+	1077	925	1021	850
KJY95_RS14835	NZ_CP076404.1	3052404	3053657	+	1254	750	756	751
KJY95_RS14840	NZ_CP076404.1	3053713	3055845	-	2133	1695	1536	1138
KJY95_RS14845	NZ_CP076404.1	3056010	3056090	-	81	256	284	256
KJY95_RS14850	NZ_CP076404.1	3056243	3056947	+	705	400	571	422
KJY95_RS14860	NZ_CP076404.1	3057283	3057816	-	534	964	959	718
KJY95_RS14865	NZ_CP076404.1	3057821	3058792	-	972	5719	4351	3232
KJY95_RS14870	NZ_CP076404.1	3058747	3059739	-	993	832	667	488
KJY95_RS14875	NZ_CP076404.1	3059760	3060167	-	408	163	131	102
KJY95_RS14880	NZ_CP076404.1	3060236	3061042	-	807	468	410	356
KJY95_RS14885	NZ_CP076404.1	3061243	3065802	-	4560	1258	1116	964
KJY95_RS14890	NZ_CP076404.1	3066290	3067969	-	1680	531	405	334
KJY95_RS14895	NZ_CP076404.1	3068327	3070495	-	2169	752	798	662
KJY95_RS14900	NZ_CP076404.1	3070520	3070921	-	402	85	89	105
KJY95_RS14905	NZ_CP076404.1	3070929	3072149	-	1221	260	215	212
KJY95_RS14910	NZ_CP076404.1	3072163	3073212	-	1050	108	133	154
KJY95_RS14915	NZ_CP076404.1	3073215	3074711	-	1497	211	176	183
KJY95_RS14920	NZ_CP076404.1	3074962	3075723	+	762	1798	1309	1303
KJY95_RS14925	NZ_CP076404.1	3075736	3076869	-	1134	519	439	447
KJY95_RS14930	NZ_CP076404.1	3076904	3077881	+	978	97	84	98
KJY95_RS14935	NZ_CP076404.1	3078032	3078970	-	939	382	322	281
KJY95_RS14940	NZ_CP076404.1	3079019	3079774	-	756	164	154	151
KJY95_RS14945	NZ_CP076404.1	3079809	3080519	-	711	152	142	132
KJY95_RS14950	NZ_CP076404.1	3080693	3081382	+	690	108	94	95
KJY95_RS14955	NZ_CP076404.1	3081437	3082933	-	1497	226	223	272
KJY95_RS14960	NZ_CP076404.1	3083228	3085084	-	1857	1479	1694	1475
KJY95_RS14965	NZ_CP076404.1	3085289	3086152	+	864	598	642	499
KJY95_RS14970	NZ_CP076404.1	3086281	3086526	-	246	219	239	213
KJY95_RS14975	NZ_CP076404.1	3086542	3086880	-	339	148	201	154
KJY95_RS14980	NZ_CP076404.1	3086876	3087361	-	486	321	378	277
KJY95_RS14985	NZ_CP076404.1	3087357	3087848	-	492	581	619	527
KJY95_RS14990	NZ_CP076404.1	3087851	3089551	-	1701	1064	1656	1220
KJY95_RS14995	NZ_CP076404.1	3089551	3090726	-	1176	464	1049	752
KJY95_RS15000	NZ_CP076404.1	3090719	3091702	-	984	1142	2059	1391
KJY95_RS15005	NZ_CP076404.1	3091708	3092823	-	1116	2750	4766	3910
KJY95_RS15010	NZ_CP076404.1	3093015	3093299	-	285	123	171	151
KJY95_RS15015	NZ_CP076404.1	3093421	3094302	-	882	173	229	178
KJY95_RS15020	NZ_CP076404.1	3094459	3095496	+	1038	1071	937	855
KJY95_RS15025	NZ_CP076404.1	3095542	3096033	-	492	1537	1768	1558
KJY95_RS15030	NZ_CP076404.1	3096224	3097105	+	882	189	182	218
KJY95_RS15035	NZ_CP076404.1	3097383	3097805	-	423	312	265	218
KJY95_RS15040	NZ_CP076404.1	3097815	3098546	-	732	608	505	528
KJY95_RS15045	NZ_CP076404.1	3098798	3099982	+	1185	602	518	496
KJY95_RS15050	NZ_CP076404.1	3100125	3100781	+	657	1328	1401	1237
KJY95_RS15055	NZ_CP076404.1	3100827	3101723	-	897	589	676	520
KJY95_RS15060	NZ_CP076404.1	3101917	3103077	+	1161	697	715	545
KJY95_RS15065	NZ_CP076404.1	3103185	3104009	+	825	265	216	208
KJY95_RS15070	NZ_CP076404.1	3104212	3105135	+	924	275	272	283
KJY95_RS15075	NZ_CP076404.1	3105189	3105443	+	255	158	153	136
KJY95_RS15080	NZ_CP076404.1	3105492	3107708	-	2217	6578	6364	5535
KJY95_RS15085	NZ_CP076404.1	3107822	3109231	-	1410	3019	3117	2272
KJY95_RS15090	NZ_CP076404.1	3109309	3110043	-	735	1971	2153	1710
KJY95_RS15095	NZ_CP076404.1	3110280	3112535	-	2256	8890	9404	7046
KJY95_RS15100	NZ_CP076404.1	3112676	3114280	-	1605	4174	3665	2622
KJY95_RS15105	NZ_CP076404.1	3114416	3114808	-	393	2743	2702	1941
KJY95_RS15110	NZ_CP076404.1	3114813	3115106	-	294	2336	2382	2108
KJY95_RS15115	NZ_CP076404.1	3115314	3115793	-	480	393	348	358
KJY95_RS15120	NZ_CP076404.1	3115849	3116238	-	390	429	459	522
KJY95_RS15125	NZ_CP076404.1	3116390	3117046	+	657	522	529	400
KJY95_RS15130	NZ_CP076404.1	3117046	3118392	+	1347	668	583	616
KJY95_RS15135	NZ_CP076404.1	3118444	3118773	-	330	92	105	96
KJY95_RS15140	NZ_CP076404.1	3119092	3119670	+	579	1031	1087	929
KJY95_RS15145	NZ_CP076404.1	3119704	3120015	+	312	1984	2199	2128
KJY95_RS15150	NZ_CP076404.1	3120069	3121958	-	1890	5197	5656	4379
KJY95_RS15155	NZ_CP076404.1	3121990	3122568	-	579	1951	2006	1507
KJY95_RS15160	NZ_CP076404.1	3122571	3123395	-	825	4098	3866	3007
KJY95_RS15165	NZ_CP076404.1	3123423	3123842	-	420	1731	1593	1338
KJY95_RS15170	NZ_CP076404.1	3123846	3124472	-	627	2780	2986	2173
KJY95_RS15175	NZ_CP076404.1	3124677	3126155	+	1479	105	101	92
KJY95_RS15180	NZ_CP076404.1	3126306	3126974	+	669	1683	1661	1649
KJY95_RS15185	NZ_CP076404.1	3126983	3128140	+	1158	1808	2117	1865
KJY95_RS15190	NZ_CP076404.1	3128184	3128969	-	786	619	568	549
KJY95_RS15195	NZ_CP076404.1	3129112	3129882	+	771	1718	1934	1545
KJY95_RS15200	NZ_CP076404.1	3129946	3130113	-	168	364	470	397
KJY95_RS15205	NZ_CP076404.1	3130378	3131028	-	651	6185	7552	6060
KJY95_RS15210	NZ_CP076404.1	3131402	3131689	+	288	1410	1611	1481
KJY95_RS15215	NZ_CP076404.1	3131976	3132524	+	549	215	177	178
KJY95_RS15220	NZ_CP076404.1;NZ_CP076404.1	3132749;3133064	3133064;3133974	+;+	1226	65	52	46
KJY95_RS15225	NZ_CP076404.1	3133962	3136424	+	2463	1990	1838	1455
KJY95_RS15230	NZ_CP076404.1	3136443	3137189	+	747	1863	1842	1395
KJY95_RS15235	NZ_CP076404.1	3137194	3138255	+	1062	1864	1958	1624
KJY95_RS15240	NZ_CP076404.1	3138304	3138501	-	198	184	274	380
KJY95_RS15245	NZ_CP076404.1	3138770	3139396	+	627	623	749	720
KJY95_RS15250	NZ_CP076404.1	3139426	3141084	+	1659	1729	1649	1139
KJY95_RS15255	NZ_CP076404.1	3141328	3141384	+	57	2203	2285	2450
KJY95_RS15260	NZ_CP076404.1	3141703	3141759	+	57	1685	1456	1106
KJY95_RS15265	NZ_CP076404.1	3141885	3143315	-	1431	1610	2198	1572
KJY95_RS15270	NZ_CP076404.1	3143366	3146203	-	2838	744	919	665
KJY95_RS15275	NZ_CP076404.1	3146229	3147527	-	1299	588	722	556
KJY95_RS15280	NZ_CP076404.1	3147769	3148386	+	618	589	555	495
KJY95_RS15285	NZ_CP076404.1	3148453	3149688	+	1236	2443	2491	1990
KJY95_RS15290	NZ_CP076404.1	3149875	3150693	-	819	1537	1931	1396
KJY95_RS15295	NZ_CP076404.1	3150786	3151151	-	366	550	686	576
KJY95_RS15300	NZ_CP076404.1	3151256	3151870	+	615	1775	1729	1424
KJY95_RS15305	NZ_CP076404.1	3151889	3152818	-	930	560	646	456
KJY95_RS15310	NZ_CP076404.1	3153025	3153933	+	909	203	186	174
KJY95_RS15315	NZ_CP076404.1	3153933	3154534	+	602	156	117	151
KJY95_RS15320	NZ_CP076404.1	3154585	3156045	+	1461	1298	1226	744
KJY95_RS15325	NZ_CP076404.1	3156094	3157104	-	1011	5067	4936	3783
KJY95_RS15330	NZ_CP076404.1	3157342	3157554	+	213	24829	27102	27567
KJY95_RS15335	NZ_CP076404.1	3157668	3159410	+	1743	13464	13098	9842
KJY95_RS15340	NZ_CP076404.1	3159608	3161446	+	1839	17244	17606	13433
KJY95_RS15345	NZ_CP076404.1	3161531	3162034	-	504	896	925	662
KJY95_RS15355	NZ_CP076404.1	3162291	3163052	-	762	741	478	393
KJY95_RS15360	NZ_CP076404.1	3163340	3163960	+	621	855	798	591
